Instance,datetime,WS,WD,TMP,RH
CHI2015,08-03-2014 12:00,4.68,112.0,31.799999237060547,34.2
CHI2015,08-03-2014 13:00,4.68,45.0,33.20000076293945,31.6
CHI2015,08-03-2014 14:00,3.24,112.0,29.5,51.6
CHI2015,08-03-2014 15:00,3.24,157.0,30.700000762939453,37.6
CHI2015,08-03-2014 16:00,4.68,157.0,30.100000381469727,43.6
CHI2015,08-03-2014 17:00,6.48,157.0,28.299999237060547,57.6
CHI2015,08-03-2014 18:00,6.48,157.0,28.899999618530273,52.6
CHI2015,08-03-2014 19:00,12.96,157.0,28.399999618530273,63.2
CHI2015,08-03-2014 20:00,12.96,135.0,28.100000381469727,58.2
CHI2015,08-03-2014 21:00,4.68,135.0,33.20000076293945,31.6
CHI2015,08-03-2014 22:00,4.68,135.0,31.600000381469727,39.0
CHI2015,08-03-2014 23:00,3.24,135.0,31.700000762939453,38.2
CHI2015,09-03-2014 0:00,9.72,135.0,30.700000762939453,37.6
CHI2015,09-03-2014 1:00,9.72,135.0,28.100000381469727,62.2
CHI2015,09-03-2014 2:00,11.16,157.0,28.299999237060547,59.2
CHI2015,09-03-2014 3:00,9.72,112.0,30.100000381469727,43.6
CHI2015,09-03-2014 4:00,9.72,112.0,28.700000762939453,57.0
CHI2015,09-03-2014 5:00,7.92,157.0,31.799999237060547,34.2
CHI2015,09-03-2014 6:00,3.24,90.0,29.5,51.6
CHI2015,09-03-2014 7:00,4.68,135.0,29.399999618530273,63.0
CHI2015,09-03-2014 8:00,7.92,135.0,31.799999237060547,38.8
CHI2015,09-03-2014 9:00,7.92,135.0,29.100000381469727,44.0
CHI2015,09-03-2014 10:00,9.72,157.0,30.799999237060547,54.4
CHI2015,09-03-2014 11:00,12.96,135.0,29.600000381469727,46.6
CHI2015,09-03-2014 12:00,12.96,135.0,28.799999237060547,54.6
CHI2015,09-03-2014 13:00,17.64,135.0,28.399999618530273,63.2
CHI2015,09-03-2014 14:00,16.2,135.0,28.700000762939453,51.8
CHI2015,09-03-2014 15:00,17.64,135.0,29.200000762939453,37.0
CHI2015,09-03-2014 16:00,16.2,135.0,28.100000381469727,48.8
CHI2015,09-03-2014 17:00,14.4,135.0,31.600000381469727,37.6
CHI2015,09-03-2014 18:00,6.48,157.0,30.0,44.0
CHI2015,09-03-2014 19:00,4.68,157.0,33.29999923706055,40.6
CHI2015,09-03-2014 20:00,4.68,157.0,33.20000076293945,31.6
CHI2015,09-03-2014 21:00,5.49,117.75,31.399999618530273,39.0
CHI2015,09-03-2014 22:00,6.3,78.5,29.200000762939453,41.0
CHI2015,09-03-2014 23:00,7.11,39.25,30.299999237060547,42.8
CHI2015,10-03-2014 0:00,7.92,0.0,31.799999237060547,38.8
CHI2015,10-03-2014 1:00,7.92,0.0,28.299999237060547,59.2
CHI2015,10-03-2014 2:00,4.68,337.0,30.700000762939453,37.6
CHI2015,10-03-2014 3:00,7.92,0.0,30.100000381469727,43.6
CHI2015,10-03-2014 4:00,9.72,0.0,28.200000762939453,67.6
CHI2015,10-03-2014 5:00,9.72,0.0,28.700000762939453,67.0
CHI2015,10-03-2014 6:00,9.72,337.0,32.0,45.0
CHI2015,10-03-2014 7:00,6.48,337.0,28.100000381469727,48.8
CHI2015,10-03-2014 8:00,4.68,337.0,31.600000381469727,37.6
CHI2015,10-03-2014 9:00,3.24,292.0,28.799999237060547,54.6
CHI2015,10-03-2014 10:00,6.48,112.0,29.399999618530273,63.0
CHI2015,10-03-2014 11:00,7.92,157.0,28.200000762939453,57.2
CHI2015,10-03-2014 12:00,9.72,157.0,28.399999618530273,60.6
CHI2015,10-03-2014 13:00,9.72,157.0,29.200000762939453,37.0
CHI2015,10-03-2014 14:00,9.72,135.0,28.299999237060547,63.8
CHI2015,10-03-2014 15:00,9.72,112.0,29.200000762939453,37.0
CHI2015,10-03-2014 16:00,9.72,112.0,32.70000076293945,41.8
CHI2015,10-03-2014 17:00,8.91,117.625,28.299999237060547,57.0
CHI2015,10-03-2014 18:00,8.1,123.25,31.799999237060547,38.8
