fueltype,lat,lon,elev,ws,waz,ps,saz,cur,cbd,cbh,ccf,ftypeN,fmc,py
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.017964220735204983
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.2474017067811819
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.7683266994660108
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.8432279057077882
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.004296188424146585
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.6191036018197374
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.14500699578922271
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.5372806112643697
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.8009302946039196
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.5281162534380707
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.48821110217047226
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.32777000919283084
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.989446205282031
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.45148009314295234
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.4317013708426497
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.5970855487162651
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.7516502395950612
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.043801633176102195
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.9910180188505574
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.5113158231638033
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.8278817323442506
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.5366864860453393
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.09323202394819485
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.46504667412587575
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.0137255809728003
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.32834648640683894
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.5233458682831726
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.30162450815096153
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.6864707438606089
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.5541676618675127
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.9708847875464306
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.7562288381160513
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.596008624538035
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.7597478740318442
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.23659042174025924
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.5991323013545461
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.04669367234693145
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.8020264257168425
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.47703480395910636
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.19497342277093588
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.40286080172345373
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.6412619690948168
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.015242683127601464
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.23562613762160234
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.0319058151781868
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.4773441073445337
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.8459686556057427
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.29061485040157
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.5073251115030075
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.7318682303037012
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.5086755054234201
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.8439477565642343
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.6942003220150208
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.10838565169613767
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.7378877523733978
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.6482158179792733
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.35890578838093323
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.6508903132021987
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.7392215593329213
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.8955564820141351
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.9490869614985694
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.41887825057000627
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.011552842452908552
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.07926889501384449
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.8785567439085864
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.4869102033214917
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.11909894220312045
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.5548390669141074
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.340805852440489
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.3268423913102734
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.6246136651256726
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.4367236613394393
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.22577296708713301
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.0482225741212704
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.4576774361233257
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.7771053431494578
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.4420694394417656
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.6792262643295314
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.29712243707975805
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.47837064625821146
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.551119918644546
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.691392000335123
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.8191462997109188
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.3183245820568472
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.0007690533492249463
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.10387148788008582
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.11571573560013726
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.8748529526995112
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.3185331001784335
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.9421361433760905
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.2096097725085848
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.13392474563097512
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.4510162940550074
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.44391861230342256
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.5228000882512057
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.3633925317883365
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.4490489716542163
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.12428038249274531
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.6365937220695296
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.36201072436680093
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.1701876003541385
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.06908197216477618
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.8733489083760425
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.7226612675868168
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.305930132552227
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.12030910932369121
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.7031829570597843
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.9160460269177606
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.6649803736804618
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.5686189264632088
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.26604098871439663
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.8794934026045381
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.21944588448912372
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.032162456974152875
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.14344790754007897
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.7948245677480736
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.6447882414646617
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.07459216947772329
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.7306279939014843
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.5340193027375187
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.5183637048217964
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.5418289498778069
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.6256963893854199
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.9808089641165337
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.4986400204783713
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.775610760628003
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.30577831894261087
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.3193481700164549
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.2267139931032125
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.5848001527876895
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.9275825782039885
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.29781415780784315
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.09465358789846678
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.5875842663014418
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.7465719090249597
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.030305569000382726
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.6204763185913733
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.7315213220951721
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.18537935081440626
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.42170107718154426
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.7086148905576728
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.17281669953885503
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.7652696410269755
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.2936520140598582
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.8093981246293344
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.06786593568083299
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.09448062364557042
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.8435885935271338
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.22276884827749177
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.7509586185012165
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.058814464922674836
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.18709118316259676
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.19467493069266106
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.9765319435667535
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.22602329603461369
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.719176411313812
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.45758939310858215
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.508991252983941
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.7161824258977421
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.7411950176725762
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.671259231106282
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.22281940749830198
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.8194787474342136
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.6321726574105732
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.4640808459800666
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.6132634938772417
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.735762605573818
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.6149831932624086
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.6890729348126742
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.34012526087976847
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.14058363625448056
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.8943246729372224
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.09923169173007096
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.17771698635277444
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.7893946984233485
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.8036825464625765
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.5793657616410282
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.531895501581798
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.3471706695386937
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.9829439988560756
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.7864487650037455
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.019105131080426774
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.9497973289248673
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.27836241239223247
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.25906237005324806
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.25290246460931787
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.14056958960832022
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.9921388776687103
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.8756340853516336
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.5080416819649014
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.22509855675127355
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.6927590393416065
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.10795193641095546
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.3747423011347645
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.36579002105132674
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.12503549786425272
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.6277606169217389
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.6634450393091083
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.17207593247232433
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.9741271761571965
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.616097348628552
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.9987296022586621
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.5617141878816005
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.4165420214229366
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.3660737271298251
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.4046456027921935
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.8182874973278359
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.572824635849935
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.3519105023453909
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.10058096748659251
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.33322059840959173
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.5345253626075093
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.3983712862021681
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.981520273277066
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.5168848468123534
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.9106300735465258
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.11150515674584183
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.18027333583864036
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.42117087882947424
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.6616182621873165
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.7959740122519194
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.9146455466085803
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.6980107333846383
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.43488159070554255
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.37140843306437243
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.3227917119311118
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.5531898842020122
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.5228521635158848
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.22151015496832038
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.1944742835005029
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.5765087698092098
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.19716754663571667
PCH3,51.621244,-115.608378,0.0,,,0.0,0.0,,,,,3,,0.15004960231200326
