fueltype,lat,lon,elev,ws,waz,ps,saz,cur,cbd,cbh,ccf,ftypeN,fmc,py,jd,jd_min,pc,pdf,time,ffmc,bui,gfl,pattern,
PCH,51.621244,-115.608378,296.784821,,,25.985790,338.621460,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,289.316467,,,35.458969,357.070587,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,299.201569,,,54.432297,326.707123,,,,,4,,,,,,,20,,,,,
MT0,51.621244,-115.608378,329.164062,,,46.135414,291.346771,,,,,6,,,,,,,20,,,,,
MT0,51.621244,-115.608378,356.508240,,,53.181030,276.097504,,,,,6,,,,,,,20,,,,,
PL0,51.621244,-115.608378,399.686920,,,55.502525,300.453735,,,,,20,,,,,,,20,,,,,
PL0,51.621244,-115.608378,420.316467,,,55.521976,319.116394,,,,,20,,,,,,,20,,,,,
PL0,51.621244,-115.608378,448.151886,,,41.096718,338.108337,,,,,20,,,,,,,20,,,,,
PL0,51.621244,-115.608378,440.751801,,,32.249657,355.086853,,,,,20,,,,,,,20,,,,,
PL0,51.621244,-115.608378,451.835449,,,21.076723,34.896633,,,,,20,,,,,,,20,,,,,
PCH,51.621244,-115.608378,424.670898,,,41.968666,33.928387,,,,,4,,,,,,,20,,,,,
PL0,51.621244,-115.608378,420.594940,,,30.498934,19.906223,,,,,20,,,,,,,20,,,,,
PL0,51.621244,-115.608378,410.821991,,,21.502548,22.927242,,,,,20,,,,,,,20,,,,,
PL0,51.621244,-115.608378,409.423645,,,0.745341,203.864975,,,,,20,,,,,,,20,,,,,
PL0,51.621244,-115.608378,411.224152,,,25.491505,182.337341,,,,,20,,,,,,,20,,,,,
MT0,51.621244,-115.608378,410.810120,,,18.829582,176.873810,,,,,6,,,,,,,20,,,,,
MT0,51.621244,-115.608378,409.854675,,,14.389718,158.997620,,,,,6,,,,,,,20,,,,,
MT0,51.621244,-115.608378,403.932068,,,7.893140,79.164658,,,,,6,,,,,,,20,,,,,
MT0,51.621244,-115.608378,399.515778,,,7.676543,45.780777,,,,,6,,,,,,,20,,,,,
MT0,51.621244,-115.608378,396.594940,,,18.323565,68.870071,,,,,6,,,,,,,20,,,,,
MT0,51.621244,-115.608378,376.721832,,,34.781841,70.672829,,,,,6,,,,,,,20,,,,,
MT0,51.621244,-115.608378,352.822784,,,38.758934,81.532875,,,,,6,,,,,,,20,,,,,
MT0,51.621244,-115.608378,325.594940,,,42.982292,90.845573,,,,,6,,,,,,,20,,,,,
MT0,51.621244,-115.608378,295.506317,,,54.344566,93.059341,,,,,6,,,,,,,20,,,,,
MT0,51.621244,-115.608378,253.222397,,,50.339401,101.852486,,,,,6,,,,,,,20,,,,,
MT0,51.621244,-115.608378,229.803238,,,33.126534,106.776680,,,,,6,,,,,,,20,,,,,
MT0,51.621244,-115.608378,210.924057,,,29.981791,142.070541,,,,,6,,,,,,,20,,,,,
MT0,51.621244,-115.608378,205.224960,,,26.623592,128.338654,,,,,6,,,,,,,20,,,,,
PCH,51.621244,-115.608378,183.074509,,,19.615887,91.693382,,,,,3,,,,,,,20,,,,,
PCH,51.621244,-115.608378,179.075943,,,14.800906,11.687387,,,,,3,,,,,,,20,,,,,
PCH,51.621244,-115.608378,128.000000,,,2.708105,235.018463,,,,,4,,,,,,,20,,,,,
PL0,51.621244,-115.608378,130.959137,,,8.069250,212.400772,,,,,20,,,,,,,20,,,,,
PCH,51.621244,-115.608378,133.766388,,,18.632330,215.714081,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,145.464355,,,24.413630,237.505157,,,,,4,,,,,,,20,,,,,
PL0,51.621244,-115.608378,161.227844,,,16.308655,253.717255,,,,,20,,,,,,,20,,,,,
PL0,51.621244,-115.608378,166.341766,,,7.565629,0.359420,,,,,20,,,,,,,20,,,,,
PCH,51.621244,-115.608378,161.164551,,,16.768736,69.795998,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,145.354431,,,15.544324,54.845890,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,144.215195,,,19.565954,337.853577,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,155.191162,,,31.327036,343.154938,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,156.322067,,,26.046621,0.190046,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,155.075943,,,21.813480,37.795464,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,138.493668,,,33.558990,39.060982,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,126.873421,,,32.317516,351.541901,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,144.833038,,,35.740143,287.761414,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,172.265823,,,30.365541,254.860382,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,183.924057,,,7.245267,218.950455,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,178.340164,,,32.110054,69.807663,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,143.732895,,,39.903358,71.572769,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,127.852264,,,8.652468,4.334527,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,142.860764,,,25.151131,313.350555,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,152.243225,,,14.562376,14.532985,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,137.987335,,,17.695444,81.012871,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,128.933670,,,7.488805,90.000000,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,128.000000,,,0.834582,356.583496,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,129.000000,,,5.982087,271.632324,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,135.974686,,,3.267949,317.376831,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,131.951294,,,7.022470,39.639275,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,130.000000,,,6.494874,19.921078,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,129.000000,,,2.161035,14.498123,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,129.278488,,,15.740015,272.344025,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,149.973877,,,21.729076,265.989410,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,158.186188,,,23.337460,245.147202,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,178.215195,,,38.030308,238.226318,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,201.303802,,,29.159403,235.671051,,,,,4,,,,,,,20,,,,,
PL0,51.621244,-115.608378,210.329437,,,29.554506,230.134903,,,,,22,,,,,,,20,,,,,
PL0,51.621244,-115.608378,231.556961,,,50.914852,247.374420,,,,,22,,,,,,,20,,,,,
PL0,51.621244,-115.608378,273.005463,,,52.306263,266.943024,,,,,22,,,,,,,20,,,,,
PCH,51.621244,-115.608378,301.215179,,,31.148396,277.913757,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,314.150452,,,21.630642,308.151550,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,323.900177,,,31.475975,315.206512,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,343.725830,,,34.923065,327.659027,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,348.815582,,,30.833626,5.039154,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,340.113922,,,30.907248,354.880524,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,352.493683,,,16.471106,335.323242,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,349.284882,,,37.333912,21.061142,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,334.601013,,,41.081936,29.730837,,,,,4,,,,,,,20,,,,,
MT0,51.621244,-115.608378,322.113922,,,45.263798,10.699956,,,,,6,,,,,,,20,,,,,
MT0,51.621244,-115.608378,323.393219,,,29.966692,31.635569,,,,,6,,,,,,,20,,,,,
MT0,51.621244,-115.608378,301.151886,,,38.115456,21.274616,,,,,6,,,,,,,20,,,,,
MT0,51.621244,-115.608378,304.949371,,,25.769867,324.136536,,,,,6,,,,,,,20,,,,,
MT0,51.621244,-115.608378,321.286346,,,52.523998,327.380829,,,,,6,,,,,,,20,,,,,
MT0,51.621244,-115.608378,342.708862,,,59.326969,339.848755,,,,,6,,,,,,,20,,,,,
MT0,51.621244,-115.608378,348.543335,,,35.846180,342.849091,,,,,6,,,,,,,20,,,,,
MT0,51.621244,-115.608378,356.806274,,,50.715073,303.733826,,,,,6,,,,,,,20,,,,,
MT0,51.621244,-115.608378,404.790741,,,56.568729,274.529999,,,,,6,,,,,,,20,,,,,
PL0,51.621244,-115.608378,432.012665,,,43.519665,281.595581,,,,,20,,,,,,,20,,,,,
PL0,51.621244,-115.608378,461.645569,,,26.888493,299.648682,,,,,20,,,,,,,20,,,,,
PL0,51.621244,-115.608378,463.177216,,,26.892170,359.959534,,,,,20,,,,,,,20,,,,,
PL0,51.621244,-115.608378,461.670898,,,15.540131,46.400467,,,,,20,,,,,,,20,,,,,
PL0,51.621244,-115.608378,448.168732,,,32.000397,47.858139,,,,,20,,,,,,,20,,,,,
PL0,51.621244,-115.608378,430.026611,,,25.607788,73.173775,,,,,20,,,,,,,20,,,,,
PL0,51.621244,-115.608378,415.479401,,,24.960281,85.630539,,,,,20,,,,,,,20,,,,,
PL0,51.621244,-115.608378,396.835449,,,24.248455,143.481400,,,,,20,,,,,,,20,,,,,
PCH,51.621244,-115.608378,396.235229,,,21.860737,198.033356,,,,,3,,,,,,,20,,,,,
MT0,51.621244,-115.608378,405.860748,,,19.133425,210.016235,,,,,6,,,,,,,20,,,,,
MT0,51.621244,-115.608378,409.000000,,,5.313509,152.872025,,,,,6,,,,,,,20,,,,,
MT0,51.621244,-115.608378,402.629547,,,22.180653,128.945877,,,,,6,,,,,,,20,,,,,
MT0,51.621244,-115.608378,385.993744,,,19.446653,143.523911,,,,,6,,,,,,,20,,,,,
MT0,51.621244,-115.608378,387.211670,,,21.219481,183.524734,,,,,6,,,,,,,20,,,,,
MT0,51.621244,-115.608378,387.733551,,,17.439091,114.575256,,,,,6,,,,,,,20,,,,,
MT0,51.621244,-115.608378,366.061035,,,50.081234,69.896706,,,,,6,,,,,,,20,,,,,
MT0,51.621244,-115.608378,325.012665,,,56.044514,74.765327,,,,,6,,,,,,,20,,,,,
MT0,51.621244,-115.608378,293.944733,,,56.575920,72.319908,,,,,6,,,,,,,20,,,,,
MT0,51.621244,-115.608378,253.124817,,,49.707191,56.254311,,,,,6,,,,,,,20,,,,,
MT0,51.621244,-115.608378,238.822784,,,44.829407,55.918362,,,,,6,,,,,,,20,,,,,
MT0,51.621244,-115.608378,203.607590,,,28.188343,70.906105,,,,,6,,,,,,,20,,,,,
MT0,51.621244,-115.608378,203.298035,,,13.001910,17.162941,,,,,6,,,,,,,20,,,,,
PCH,51.621244,-115.608378,198.490784,,,23.631105,16.438322,,,,,3,,,,,,,20,,,,,
PCH,51.621244,-115.608378,194.379745,,,21.935085,8.078629,,,,,3,,,,,,,20,,,,,
PCH,51.621244,-115.608378,126.886078,,,2.366699,198.553848,,,,,4,,,,,,,20,,,,,
PL0,51.621244,-115.608378,127.890404,,,4.033433,203.140427,,,,,20,,,,,,,20,,,,,
PL0,51.621244,-115.608378,129.000000,,,8.762014,234.721130,,,,,20,,,,,,,20,,,,,
PL0,51.621244,-115.608378,137.429733,,,20.360764,234.943848,,,,,20,,,,,,,20,,,,,
PL0,51.621244,-115.608378,151.227844,,,25.995899,249.822006,,,,,20,,,,,,,20,,,,,
PL0,51.621244,-115.608378,169.970993,,,12.373972,299.821594,,,,,20,,,,,,,20,,,,,
PL0,51.621244,-115.608378,165.544937,,,17.690184,48.241840,,,,,20,,,,,,,20,,,,,
PL0,51.621244,-115.608378,152.372055,,,24.035439,23.797123,,,,,20,,,,,,,20,,,,,
PCH,51.621244,-115.608378,152.610962,,,21.385775,326.283539,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,168.203491,,,21.848183,307.090790,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,175.853394,,,27.203339,351.130066,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,173.797470,,,34.127842,6.600756,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,170.621536,,,46.695988,4.236533,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,169.196930,,,46.935242,9.962016,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,159.792984,,,16.168381,33.353218,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,157.341766,,,8.563247,239.125824,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,169.594940,,,16.701046,271.689117,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,179.605194,,,11.350978,42.614067,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,159.345612,,,36.027412,53.374981,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,141.044388,,,21.540730,18.664854,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,150.151901,,,16.721636,317.487854,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,156.113922,,,11.803277,27.412125,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,142.904816,,,23.115597,53.744026,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,131.254929,,,13.706204,48.978489,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,129.113922,,,7.901095,11.091387,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,129.227844,,,10.366430,318.967499,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,138.189880,,,12.520858,323.415649,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,139.180099,,,11.564470,3.811919,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,137.164551,,,10.458858,36.940006,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,130.797470,,,6.370962,70.828362,,,,,4,,,,,,,20,,,,,
PCH,51.621244,-115.608378,129.139236,,,8.412069,268.581268,,,,,4,,,,,,,20,,,,,
